Protein,Desc,R1_t4,R2_t5,R1_t7,R2_t9,R21_t6,R22_t6,R21_t9,R22_t9
Clo1313_1196,binding-protein-dependent transport systems inner membrane component  ,18.4792625,18.9457125,19.4978425,19.251985,17.7454975,17.833665,18.650825,18.4149575
Clo1313_1201,MutS2 family protein  ,15.66287,15.1815,17.1547,17.377055,15.59864,17.15515,17.75824,17.25349
Clo1313_1205,peptidase U32  ,14.93898,14.8739,14.39525,15.03915,14.90836,14.7624,15.8764,14.58091
Clo1313_1206,O-methyltransferase family 3  ,11.52574,14.15902,8.8,8.8,8.8,8.8,8.8,8.8
Clo1313_1207,aminodeoxychorismate lyase  ,17.9258375,17.9075,17.99349,18.850785,16.0557475,17.42342,18.7882475,17.5143025
Clo1313_1208,GTP-binding protein TypA  ,12.00493,12.42796,8.8,12.3379,12.238525,8.8,13.72087,13.544535
Clo1313_1209,ribosomal protein S2  ,21.0458375,21.483525,21.35818,21.63044,21.478985,21.32996,20.8616,21.684835
Clo1313_1210,translation elongation factor Ts  ,21.0877075,22.0286225,22.7703775,22.6208125,22.638005,21.45069,22.337675,23.0260925
Clo1313_1211,uridylate kinase (EC 2.7.4.22)  ,13.090975,14.899045,14.47388,14.919095,8.8,8.8,8.8,8.8
Clo1313_1212,ribosome recycling factor  ,14.80528,15.17834,14.923665,16.11695,15.180995,17.317975,17.7872,17.441325
Clo1313_1214,undecaprenyl diphosphate synthase  ,16.2029775,14.8075,8.8,8.8,8.8,15.22151,14.279105,14.86739
Clo1313_1216,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)  ,14.527905,14.9539,14.73454,15.6862,8.8,14.4835,15.27041875,14.2278975
Clo1313_1217,membrane-associated zinc metalloprotease  ,14.903885,14.505975,14.6963,15.359635,13.33712,8.8,15.418985,8.8
Clo1313_1218,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.4.3)  ,13.8366325,15.60955,15.05089,14.91701,15.0327525,15.3314425,14.72631,15.2673275
Clo1313_1219,"DNA polymerase III, alpha subunit  ",10.8465055,12.08587,13.78619,14.00175,8.8,13.12362,15.739905,8.8
Clo1313_1221,protein of unknown function DUF150  ,14.73648,15.16381,8.8,16.22789,17.07988,15.35767,15.93722,16.74533
Clo1313_1222,NusA antitermination factor  ,19.208735,18.91965,18.95188,19.2274175,19.141455,18.91354,19.3621925,18.7911725
Clo1313_1225,translation initiation factor IF-2  ,19.958245,20.00704,20.14351,20.19545,19.95252625,20.00671,20.6379575,19.813235
Clo1313_1227,phosphoesterase RecJ domain protein  ,16.32637,17.40011,16.4327725,15.859885,17.60322,16.674985,17.0286425,16.50309
Clo1313_1232,peptidase M16 domain protein  ,8.8,8.8,12.45483,8.8,13.507985,8.8,14.05677,14.02716
Clo1313_1237,S-adenosyl-methyltransferase MraW  ,8.8,8.8,8.8,14.78321,14.76244,13.25824,8.8,8.8
Clo1313_1239,penicillin-binding protein transpeptidase  ,16.31119,17.00715,16.678512,16.812678,14.720538,15.550075,8.8,16.57308
Clo1313_1240,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)  ",16.04733,16.15311,15.68176,15.840295,16.1929,16.027465,15.596665,15.50029
Clo1313_1241,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)  ,14.5762505,14.58769,13.28642,14.01843175,15.48497,13.9609875,14.571865,13.58767
Clo1313_1251,ATP:corrinoid adenosyltransferase BtuR/CobO/CobP  ,11.36103,8.893356,10.986915,11.39532,8.8,12.164635,8.8,12.67937
Clo1313_1253,dihydrodipicolinate reductase (EC 1.3.1.26)  ,19.3199275,19.12349,18.91668,19.32572,19.83686,19.38345,19.71859,20.22732
Clo1313_1254,dihydrodipicolinate synthase (EC 4.2.1.52)  ,17.86592,17.78307375,17.753385,17.80044,17.91474,17.77675,18.13197,17.82979
Clo1313_1255,aspartate semialdehyde dehydrogenase (EC 1.2.1.11)  ,20.8805825,20.8396575,20.529085,20.60194,21.3484875,20.998565,21.4887325,21.186095
Clo1313_1258,tRNA-guanine transglycosylase (EC 2.4.2.29)  ,14.79767,16.537505,15.34368,16.37274,15.35304,15.313575,15.2953,14.45939
Clo1313_1259,protein translocase subunit yajC  ,17.70419,18.74489,19.93678,20.00527,18.82638,19.736755,20.429,18.77372
Clo1313_1262,phosphoribosyltransferase  ,17.88179,17.38631,17.17007,17.55095,17.92155,17.7553175,16.9714725,18.01152
Clo1313_1264,aspartate carbamoyltransferase (EC 2.1.3.2)  ,16.781485,17.088865,16.000745,17.409855,18.43912,18.6950975,18.555435,19.27702
Clo1313_1265,dihydroorotase (EC 3.5.2.3)  ,15.535,16.39108,16.63699,17.20896,17.81544,18.81593,18.630555,18.77833
Clo1313_1266,orotidine-5'-phosphate decarboxylase (EC 4.1.1.23)  ,16.88512,17.04595,16.93873,16.8048,18.00642,18.70358,18.97846,18.915955
Clo1313_1267,"carbamoyl-phosphate synthase, small subunit  ",16.45982,16.27497,16.986345,16.34319,18.56849,19.060465,18.6015325,19.30605
Clo1313_1268,carbamoyl-phosphate synthase large subunit  ,18.042825,17.98808,18.00963,18.36012,19.5408983764648,20.24951,19.759009375,20.31098640625
Clo1313_1269,"Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulfur cluster binding domain  ",14.21615125,14.510665,8.8,8.8,16.07413,16.216205,15.6111825,16.03639
Clo1313_1270,dihydroorotate dehydrogenase family protein  ,16.44718,16.650375,8.8,16.23357,18.2340675,18.53383,17.89108,18.18712
Clo1313_1271,Phosphoglycerate mutase  ,8.8,13.75043,14.65385,15.56119,15.93602,15.845415,15.5175,15.75086
Clo1313_1272,metallophosphoesterase  ,13.9796425,13.9965925,8.8,8.8,14.1472475,8.8,8.8,14.2870675
Clo1313_1273,Rad50 zinc hook domain protein  ,8.8,8.8,11.90486,11.24307,8.8,12.40892,11.85627,8.8
Clo1313_1275,SSU ribosomal protein S12P methylthiotransferase (EC 2.-.-.-)  ,16.88998,16.395665,16.97931,17.63663,16.882915,17.383555,17.679745,17.115535
Clo1313_1279,regulatory protein DeoR  ,16.9785,17.33055,16.78907,16.6671725,17.43981,18.36077,17.1372475,18.65806
Clo1313_1280,phosphate:acyl-[acyl carrier protein] acyltransferase  ,16.50021,16.136305,16.6009,16.6520925,17.47575,18.06824,17.24116,18.0112
Clo1313_1281,3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)  ,19.585605,19.766955,20.13394,19.9244075,20.749395,21.86536,20.95971,21.68755125
Clo1313_1282,[Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39)  ,19.89041,20.78278,20.977435,21.136685,22.1166415820312,22.538995,21.67711125,22.620335
Clo1313_1283,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)  ,19.13458,18.96714,19.3970375,19.748565,20.9198825,22.113015,20.58774,22.03964
Clo1313_1285,3-oxoacyl-[acyl-carrier-protein] synthase II (EC 2.3.1.41)  ,19.3170225,19.697095,20.21886,20.25542921875,20.91048,21.68423,20.94467375,21.80034
Clo1313_1287,Radical SAM domain protein  ,8.8,8.8,8.8,8.8,8.8,8.8,13.355625,15.223215
Clo1313_1288,Stage V sporulation protein S  ,19.615535,19.748695,19.4032425,20.613865,19.6519925,19.69529,20.313305,19.35565
Clo1313_1289,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)  ,8.8,14.764375,15.41598,15.524825,14.75975,15.80234,15.22041,8.8
Clo1313_1290,condensin subunit Smc  ,10.96057,12.4613,10.18963,10.49446,10.76477,9.16032,12.24235,12.62132
Clo1313_1291,signal recognition particle-docking protein FtsY  ,17.54569,17.53432,17.65033,17.64656,17.837145,16.73911,17.311825,17.322925
Clo1313_1295,diaminopimelate dehydrogenase (EC 1.4.1.16)  ,19.27008,18.49916,18.662175,18.505275,17.9608228125,19.002075,18.3888425,18.9377025
Clo1313_1301,glutaminyl-tRNA synthetase (EC 6.1.1.18)  ,19.36657,19.07885,18.8979475,19.15949,19.40047,18.967125,19.8363325,19.03815625
Clo1313_1302,hypothetical protein  ,16.96296,16.74303,16.63602,16.99684,17.40650775,17.1277575,18.019145,17.03575
Clo1313_1304,"Protein of unknown function DUF2339, transmembrane  ",16.0034425,16.25153,17.8810815,16.625995,15.68643,14.53364,16.749165,15.38112
Clo1313_1305,glycoside hydrolase family 10  ,18.21683,18.89874,19.25598,18.9055,18.150275,18.559360625,18.825355,18.4976925
Clo1313_1312,Radical SAM domain protein  ,17.570725,18.12663,17.96188,17.78124,16.86762,17.62484,17.46561,17.38642
Clo1313_1314,protein-export membrane protein SecD  ,21.6793796875,22.0229525,22.2934675,22.234855,21.12883,21.13262609375,21.953245,21.08346
Clo1313_1315,protein translocase subunit secF  ,21.18197,21.672365,21.9528325,21.970175,20.93971,20.5571275,21.163105,20.65517
Clo1313_1316,ketopantoate hydroxymethyltransferase (EC 2.1.2.11)  ,15.679485,15.63634,14.10934,15.646965,8.8,16.304535,16.10951,16.32349
Clo1313_1317,pantoate/beta-alanine ligase  ,16.17698,15.2838875,14.02810675,14.99312,15.25143,15.11074,15.70978,15.23938
Clo1313_1324,"RNA polymerase, sigma 38 subunit, RpoS  ",18.0017575,17.9943875,17.7943175,18.30606,18.18667,18.0416225,18.871015,18.326510625
Clo1313_1328,protein of unknown function DUF34  ,17.1354475,17.23615,17.173,17.55703,17.474775,18.05625,18.2895,18.26567
Clo1313_1330,"RNA polymerase, sigma-24 subunit, RpoE  ",16.5105475,16.2323025,16.5182,17.011475,16.3578675,15.5447975,15.832685,16.24758
Clo1313_1334,DNA polymerase I (EC 2.7.7.7)  ,17.46265,17.6613,16.48388,17.2604175,17.94963,18.22235,17.9647345625,17.13703
Clo1313_1340,3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (EC 2.5.1.54)  ,11.771775,12.462965,12.38663,13.355735,12.16432,14.96478,12.41944,10.73157
Clo1313_1341,CheW protein  ,17.3594825,16.0787975,17.38779,17.3308325,17.501355,17.55092,17.61633,17.49528
Clo1313_1342,GTP-binding protein YchF  ,19.0878525,18.86176,18.6933575,18.552765,19.1702575,19.286935,18.4515475,19.3391175
Clo1313_1344,anthranilate synthase component I  ,17.949605,18.430885,18.22349,18.394375,18.6815,18.14649,18.932145,18.4909575
Clo1313_1345,"anthranilate synthase, component II (EC 4.1.3.27)  ",16.9309625,17.25994,16.86663,17.11514,16.7627225,17.054645,18.07793,16.68275
Clo1313_1346,anthranilate phosphoribosyltransferase (EC 2.4.2.18)  ,18.50201,18.33401,18.154295,18.353635,18.9937975,18.238395,20.146875,19.24586
Clo1313_1347,indole-3-glycerol phosphate synthase (EC 4.1.1.48)  ,17.0786875,17.38926,16.38841,16.63421,17.7700475,16.55623,17.466265,17.55109
Clo1313_1349,NADPH-dependent FMN reductase  ,18.626875,19.58197,19.371965,19.6827025,20.13220125,20.246813125,20.04359,19.5593875
Clo1313_1351,hypothetical protein  ,16.57104,16.43679,16.43044375,16.563435,16.82321,17.30186,17.42817,16.212175
Clo1313_1353,4Fe-4S ferredoxin iron-sulfur binding domain protein  ,17.730805,17.726635,17.69224,18.60903,18.13465,18.953225,19.29774,19.42922
Clo1313_1354,pyruvate flavodoxin/ferredoxin oxidoreductase domain protein  ,19.657915,19.3980525,19.44766,19.834605,20.3086725,20.48388,21.207695,20.4246625
Clo1313_1355,thiamine pyrophosphate TPP-binding domain-containing protein  ,17.6636,18.267335,17.989605,18.210665,18.3098975,18.100295,18.5256625,18.865875
Clo1313_1356,"2-oxoglutarate ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.3)  ",19.84172,19.874225,20.2017825,20.18214,20.43214,20.8348725,21.00074,20.816525
Clo1313_1357,glutamine synthetase catalytic region  ,17.846895,17.491485,17.10379,17.1146925,17.7359,16.75852,19.139465,16.405055
Clo1313_1361,hypothetical protein  ,17.750845,17.494415,17.79437,17.8449825,8.8,17.1614625,18.21231,17.458075
Clo1313_1362,band 7 protein  ,21.638105,21.664255,22.09378375,21.746215,20.46822,20.59296,21.151755,20.69887
Clo1313_1364,branched-chain amino acid aminotransferase  ,20.58243,21.65543,20.798535,21.08226,20.5650725,20.062285,21.24599,19.432965
Clo1313_1372,peptidase M24  ,8.8,15.89361,16.62867,14.98657,8.8,16.7959175,15.70173,13.44057
Clo1313_1373,translation elongation factor P (EF-P)  ,10.506495,12.432925,13.18194,13.95769,13.39674,13.05076,11.8382325,13.46738
Clo1313_1381,stage III sporulation protein AF  ,18.28011,18.52098,19.09055,19.78221,8.8,21.1408,21.47975,8.8
Clo1313_1385,hypothetical protein  ,19.60201,19.3572525,20.01818,20.2780475,20.157565,20.090965,20.7169175,19.971075
Clo1313_1388,Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)  ,14.6993075,8.8,16.4435825,15.5128025,8.8,8.8,8.8,17.0143825
Clo1313_1390,Polyprenyl synthetase  ,16.56838,17.00589,15.56183,16.07232,18.0311925,16.54034,17.826385,17.897625
Clo1313_1393,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7)  ,13.46606,8.8,13.53324,14.10534,8.8,13.714325,14.80606,14.45806
Clo1313_1397,copper amine oxidase-like domain-containing protein  ,14.11454,17.10711,16.063405,16.8557165,8.8,8.8,16.16695,15.5917945
Clo1313_1404,diguanylate cyclase with TPR repeats  ,11.54787,10.84878,8.8,8.8,8.8,8.8,8.8,8.8
Clo1313_1405,ATP-NAD/AcoX kinase  ,15.807237,14.90489,12.49085,13.066983,15.04615,15.10275,14.55891,15.39533
Clo1313_1407,DNA replication and repair protein RecN  ,15.7243,15.258255,15.55775,15.82184,14.85257,16.72668,16.05905,15.689155
Clo1313_1410,response regulator receiver protein  ,8.8,8.8,14.718885,14.19082,8.8,8.8,8.8,8.8
Clo1313_1411,CheA signal transduction histidine kinase  ,16.010165,15.949665,15.986945,16.34431,16.491935,8.8,17.50538,8.8
Clo1313_1414,response regulator receiver modulated CheB methylesterase  ,8.8,14.88072,8.8,8.8,13.1428,13.5526,8.8,8.8
Clo1313_1427,aluminum resistance family protein  ,16.88632,17.21844,17.20235,17.60203,16.987165,16.99017,16.205165,17.13707
Clo1313_1428,hypothetical protein  ,12.85621,13.81587,13.84214,12.606525,12.72025,8.8,11.96592,12.43333
Clo1313_1429,alanine racemase domain protein  ,12.641715,14.1542575,14.89637,13.31229,14.49313,14.8023325,8.8,14.55009
Clo1313_1430,protein of unknown function DUF552  ,16.5740075,15.823315,16.261935,16.750385,16.0148925,15.07146,16.6802675,15.3760625
Clo1313_1433,DivIVA domain  ,12.519785,13.825935,13.19728,13.36617,8.8,13.99932,13.17009,12.8608
Clo1313_1434,Isoleucyl-tRNA synthetase (EC 6.1.1.5)  ,18.387611875,18.6563575,18.217505,18.81171,18.5466975,18.7460975,19.173955,18.96869
Clo1313_1435,3-dehydroquinate synthase (EC 4.2.3.4)  ,16.186975,16.094715,16.28069,16.25386,16.55372,16.30789,16.57671,16.64461
Clo1313_1437,hypothetical protein  ,8.8,10.47975,8.8,10.800115,10.405095,10.364855,10.66899,11.38411
Clo1313_1438,tRNA-i(6)A37 thiotransferase enzyme MiaB  ,13.996495,14.98348,14.95079,14.50425,13.5885325,15.2109,14.2366525,14.70901
Clo1313_1439,protein of unknown function DUF534  ,17.13008,17.69765,18.45794,18.19453,18.8376625,8.8,20.33756,8.8
Clo1313_1444,hypothetical protein  ,17.81664,17.71423,16.928015,18.29718,17.64698,18.07384,18.2843,17.89668
Clo1313_1445,DNA mismatch repair protein MutS  ,17.187275,16.5698225,16.45385,15.78718,15.73665,16.38105875,17.186910625,15.94058
Clo1313_1446,DNA mismatch repair protein MutL  ,15.3649,16.01737,16.59817,15.52977,15.45054,15.12639,16.46952,8.8
Clo1313_1448,RNA-binding protein Hfq  ,18.77958,18.85872,18.99956,19.2779,19.6556225,19.40079,19.82549,18.41996
Clo1313_1449,"SOS-response transcriptional repressor, LexA  ",15.99275,16.613185,16.168135,16.71177,16.532525,16.672945,16.826005,16.16816
Clo1313_1452,signal recognition particle subunit FFH/SRP54 (srp54)  ,17.392135,17.61828,18.10094,18.15684,17.48551,17.34566,17.72650125,17.77357
Clo1313_1453,ribosomal protein S16  ,16.703455,17.31784,17.961565,17.09242,17.25566,18.859715,18.244405,16.881995
Clo1313_1454,RNA-binding protein (KH domain)  ,18.4014725,18.13855,17.975305,18.602675,17.460725,20.1941675,19.2061175,20.13626375
Clo1313_1457,LSU ribosomal protein L19P  ,21.12961,21.351805,21.63387125,21.367905,20.867275,20.9184875,20.32187,21.08946125
Clo1313_1460,hypothetical protein  ,15.73991,16.7622,16.02422,16.161045,16.729915,16.97795,17.61811,17.194875
Clo1313_1467,aminotransferase class I and II  ,20.329275,20.384579375,20.1709,20.2276,20.3986946875,19.9678278125,20.738165,20.082454375
Clo1313_1471,"transcriptional regulator, XRE family with cupin sensor  ",8.8,8.8,12.14139,13.30766,12.42638,14.11165,14.09042,12.96985
Clo1313_1472,spermidine/putrescine ABC transporter ATPase subunit  ,19.72465,19.79156,19.971265,19.76193,18.23534,19.131865,19.653875,19.031565
Clo1313_1475,extracellular solute-binding protein family 1  ,20.374265,21.008835,21.070003125,20.897195,19.70227,19.57929,20.321965,19.44778
Clo1313_1477,glycoside hydrolase family 9  ,15.4065075,15.190475,15.83753,14.86779,14.1399525,14.3253925,14.830303,12.8650175
Clo1313_1481,adenylosuccinate lyase  ,18.0935125,17.7924,17.977715,18.41281,18.08492,18.653465,19.220565,18.88242
Clo1313_1482,"transcriptional regulator, GntR family  ",15.15289,15.297935,15.14669,15.21277,14.3694425,14.182455,15.876115,12.69339
Clo1313_1483,pyrrolo-quinoline quinone  ,15.16845,14.19871,15.38154,15.28077,14.20464,14.33811,15.376375,14.6681475
Clo1313_1491,chorismate synthase (EC 4.2.3.5)  ,20.93081,21.00487,20.86432,21.0767925,19.99208,21.11269,20.34093,21.00948375
Clo1313_1492,shikimate kinase (EC 2.7.1.71)  ,15.406175,14.55161,14.569175,14.81,15.35025,15.238115,16.28134,16.023735
Clo1313_1493,hypothetical protein  ,16.7738175,17.0992925,17.3490125,17.7081875,15.8542275,15.86675,17.6224375,16.9401425
Clo1313_1495,integrase family protein  ,8.8,13.0572725,13.26863,13.62769,11.7552325,8.8,11.76931,8.8
Clo1313_1496,"transcriptional attenuator, LytR family  ",15.52701,15.742065,14.57135,15.225065,8.8,8.8,8.8,15.52473
Clo1313_1497,peptidase M18 aminopeptidase I  ,17.76418,17.9744,17.6572325,18.18933,18.4339,18.198805,18.82901,18.21109
Clo1313_1499,histidinol phosphate phosphatase HisJ family  ,14.9775075,14.76941,15.786905,16.1105775,15.79505,15.3478375,15.84849,14.59682
Clo1313_1500,tyrosyl-tRNA synthetase (EC 6.1.1.1)  ,18.90428,19.577965,19.25801,19.55426125,19.33269,18.60639,20.01743,19.00674
Clo1313_1501,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)  ,16.9519675,17.18908,17.13222,17.5226875,17.01302,17.17355,17.284525,16.7117275
Clo1313_1502,FeS cluster assembly scaffold protein NifU  ,19.90901,19.95433,20.019445,20.592375,19.9529025,20.63078515625,20.7086875,20.69881
Clo1313_1503,cysteine desulfurase NifS  ,19.80424453125,20.1716725,19.8997025,20.18746,19.86356625,19.9734375,20.216125,19.9682
Clo1313_1510,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)  ,16.79087,16.73277,16.09693,16.727455,16.633895,17.0192,16.596825,17.39716
Clo1313_1511,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)  ,18.463465,17.77684,17.23888,18.244175,8.8,17.186855,17.335125,16.659565
Clo1313_1512,cytidylate kinase (EC 2.7.4.14)  ,14.920235,14.0606425,14.703195,15.27365,14.985115,15.87837,15.31638,16.146455
Clo1313_1513,chorismate mutase (EC 5.4.99.5)  ,8.8,8.8,8.8,17.08897,16.6853575,17.91483,17.607935,17.06329
Clo1313_1518,"transcriptional regulator, RpiR family  ",8.8,15.5487425,15.8022,16.2774,15.544891,15.7036125,15.185925,15.65992
Clo1313_1523,Conserved carboxylase region  ,21.895695,21.882265,22.215660625,22.226535,22.57165453125,23.356275,22.661435,22.99571
Clo1313_1524,biotin/lipoyl attachment domain-containing protein  ,20.560825,20.27944,21.00607,21.28062,21.41196,22.2396175,22.06808,21.43972
Clo1313_1526,carboxyl transferase  ,22.37811,22.704505625,23.14604,23.12388375,22.83839375,23.5046296875,23.35834,23.42295
Clo1313_1529,agmatinase (EC 3.5.3.11)  ,15.960195,15.84842,8.8,16.035325,16.18739,17.512435,16.2159925,18.468075
Clo1313_1530,spermidine synthase  ,19.863445,20.0888575,19.571485,19.58278,20.386009375,21.1800325,20.253165,21.47705
Clo1313_1537,tryptophanyl-tRNA synthetase (EC 6.1.1.2)  ,19.354465,19.843815,19.94624625,19.3849025,19.9611825,19.781775,20.17702,19.95162
Clo1313_1540,diaminopimelate decarboxylase  ,13.823055,14.85091,13.42421,14.468665,13.867465,14.733465,13.541935,14.44057
Clo1313_1542,IMP dehydrogenase  ,21.6855725,21.95402,21.7029425,21.905645,21.928395,21.064615,22.117355,20.57956125
Clo1313_1545,thymidine phosphorylase (EC 2.4.2.4)  ,15.591055,15.82529,16.21137,16.6149275,16.1634,15.770695,17.1299925,16.5723
Clo1313_1546,phosphopentomutase  ,17.08265,17.30405,16.7261325,16.4965425,17.26274,16.54421,17.3396775,17.2204
Clo1313_1549,NUDIX hydrolase  ,16.157565,16.515775,16.08181,16.8352,18.24454,18.307665,18.2360625,18.604885
Clo1313_1551,pyrroline-5-carboxylate reductase  ,18.108605,17.7176825,17.91045,18.55912,18.400085,18.82898,19.272335,18.5388525
Clo1313_1558,protease FtsH subunit HflC  ,18.70721,18.53998,18.95639,19.2704475,18.47394,17.99488,18.6879725,17.8081475
Clo1313_1559,protease FtsH subunit HflK  ,16.26163,17.1395325,17.59767,17.90217,17.43317,14.16226,16.4515075,17.221315
Clo1313_1569,type IV pilus assembly protein PilM  ,18.947155,19.44915,19.08214,19.78225,8.8,8.8,8.8,8.8
Clo1313_1571,iron-only hydrogenase maturation protein HydG  ,17.28755,17.2202,16.86107,17.07751,8.8,8.8,8.8,8.8
Clo1313_1578,glutamyl-tRNA synthetase  ,17.89973,18.36929,17.746345,17.7224075,17.7377275,19.20458,19.0795,19.618845
Clo1313_1581,methionine synthase (B12-dependent) (EC 2.1.1.13)  ,17.27434,17.96719,17.564575,18.22408,17.4796425,17.1792,17.0717,17.43035
Clo1313_1589,FHA domain containing protein  ,15.8372025,16.348425,16.2261,16.4029,15.4138225,15.4106075,15.401215,15.85812125
Clo1313_1590,hypothetical protein  ,19.43453,20.20034,20.8948475,20.35104,18.1070675,20.787505,19.73237,20.107525
Clo1313_1599,type II secretion system protein E  ,17.91029,18.00936,18.08992,18.373255,16.4666725,16.254155625,17.5735025,16.54103
Clo1313_1600,hypothetical protein  ,14.82727,14.53804,15.322755,14.92714,8.8,8.8,13.65782,8.8
Clo1313_1601,hypothetical protein  ,15.54868,15.9787,15.75221,16.18559,14.664985,14.37849,12.3539,14.12254
Clo1313_1602,hypothetical protein  ,17.96545,17.9459075,17.384945,18.2239025,16.69394,15.92744,17.13711,8.8
Clo1313_1603,glycoside hydrolase family 9  ,19.4112225,20.3975325,20.3879775,20.8378725,18.9069,18.60997,19.26060125,19.1499225
Clo1313_1604,glycoside hydrolase family 9  ,15.68856,15.590405,15.91293,17.2911975,15.61942,17.04441,15.897615,16.625235
Clo1313_1606,methylthioadenosine phosphorylase (EC 2.4.2.28)  ,18.65071,18.99567,18.55851,18.59964,19.265315,18.326065,19.4436,18.72488
Clo1313_1607,methylthioribose-1-phosphate isomerase (EC 5.3.1.23)  ,17.940365,18.29324,18.30698,18.42306,18.050005,17.62334,18.59943125,17.973165
Clo1313_1610,ferrous iron transport protein B  ,15.5243,14.74027,14.5054,16.75743,13.79695,8.8,14.27728,8.8
Clo1313_1612,AAA ATPase central domain protein  ,15.915765,15.852785,15.1865875,15.17505,15.34708,14.94764,15.733165,14.36232
Clo1313_1613,amino acid-binding ACT domain protein  ,15.4737,14.9003525,15.17955,15.71997,16.462575,17.08532,16.38182,15.8415925
Clo1313_1614,phenylacetate-CoA ligase (EC 6.2.1.30)  ,20.8688,20.63334,20.45014,20.6904525,21.0091625,20.93587,21.11493921875,20.5381775
Clo1313_1615,"indolepyruvate ferredoxin oxidoreductase, beta subunit  ",20.7409975,20.91278,20.736898125,20.3509,21.00101,20.87231,21.10511,20.86711
Clo1313_1616,"indolepyruvate ferredoxin oxidoreductase, alpha subunit  ",19.387715,19.811885,19.7527825,19.59345,19.63953,19.80374,20.264635,19.89512
Clo1313_1617,SSS sodium solute transporter superfamily  ,15.489125,15.835675,15.5372925,15.73538,16.3068,15.11096,16.8629125,14.33175
Clo1313_1618,RNA-metabolising metallo-beta-lactamase  ,11.26831,12.01423,12.0879875,12.378425,8.8,11.9877,12.600486875,11.60823
Clo1313_1619,histidinol phosphate aminotransferase apoenzyme (EC 2.6.1.9)  ,15.32066,15.67976,8.8,8.8,15.76047,16.89158,8.8,15.63091
Clo1313_1620,peptidase M42 family protein  ,16.49622,16.38058,17.79289,17.294695,17.3019275,17.1834425,18.34044,18.49981
Clo1313_1621,Cellulase  ,16.0035725,16.7583,15.769815,16.98838,16.997115,15.9092,16.61321,14.90974
Clo1313_1622,peptidase M42 family protein  ,16.071275,16.14993,16.5310725,17.1541575,17.405965,16.66906375,18.16987,15.57339
Clo1313_1627,hydroxymethylpyrimidine synthase  ,8.8,8.8,8.8,8.8,8.8,16.00379,16.17398,15.83022
Clo1313_1637,copper amine oxidase-like domain-containing protein  ,14.11611,16.21914,16.55251,14.89743,12.002349,8.8,14.75202,12.20707
Clo1313_1653,protein of unknown function DUF503  ,15.3052825,8.8,8.8,8.8,8.8,18.6891675,16.5786125,16.4624775
Clo1313_1656,Fibronectin-binding A domain protein  ,15.74326,15.475955,15.578855,16.34319,15.17709,16.8397,15.17599,15.7902
Clo1313_1657,aminotransferase class I and II  ,19.303355,19.673075,19.72727,19.4977325,18.910279375,18.5492150390625,19.0708125,18.613145
Clo1313_1658,nitroreductase  ,15.43321,8.8,8.8,14.109365,8.8,15.2572,14.48079,13.85736
Clo1313_1659,endoglucanase Cel9R  ,18.478795,18.76787,19.0431,18.80078,18.2257625,19.4281225,18.46606,19.32406
Clo1313_1663,serine/threonine protein kinase with PASTA sensor(s)  ,19.34423,19.1408,19.449005,19.65922,18.864366875,18.62574,19.2256475,19.241895
Clo1313_1664,protein serine/threonine phosphatase  ,14.64681,14.51764,12.91202,12.42721,16.271125,14.54587,12.490965,14.7356
Clo1313_1665,23S rRNA m(2)A-2503 methyltransferase (EC 2.1.1.192)  ,16.60385,16.68147,16.46083,16.71726,15.859665,16.16388,16.94157,16.07899
Clo1313_1666,NusB antitermination factor  ,16.6505775,15.9175,16.241975,16.88479,16.998765,16.60313,17.1895175,17.008125
Clo1313_1667,peptidase membrane zinc metallopeptidase  ,16.491415,18.2629525,17.3745725,17.917625,18.0363375,16.9642225,18.03643,16.9628525
Clo1313_1669,methionyl-tRNA formyltransferase (EC 2.1.2.9)  ,15.695785,14.5957,15.76443,15.9605275,15.888604,16.118195,17.06385375,16.779735
Clo1313_1670,peptide deformylase (EC 3.5.1.88)  ,16.58744,14.9171275,16.083825,17.2085,16.61675,16.3163025,17.2930025,16.5803675
Clo1313_1673,Polyprenyl synthetase  ,17.89955,16.878645,17.2503,17.166175,17.787415,16.77576,18.04816,17.15294
Clo1313_1677,FAD-dependent pyridine nucleotide-disulfide oxidoreductase  ,19.830355,19.40747,20.30755125,20.29473,19.15707,18.55227,20.3394675,19.17115625
