old_ids,new_ids,detected_count,product,generic_or_non_metabolic,in_isg2
Clo1313_1025,CLO1313_RS05225,4,D-alanyl-D-alanine carboxypeptidase,,
Clo1313_1209,CLO1313_RS06150,4,30S ribosomal protein S2,,
Clo1313_3018,CLO1313_RS15335,4,L-aspartate oxidase,,
Clo1313_1612,CLO1313_RS08130,4,replication-associated recombination protein A,,
Clo1313_2977,CLO1313_RS15120,4,"5,10-methylenetetrahydrofolate reductase",,
Clo1313_2165,CLO1313_RS10970,4,NAD-dependent protein deacylase,,['G6PDA_1']
Clo1313_1906,CLO1313_RS09645,4,hypothetical protein,y,
Clo1313_1324,CLO1313_RS06710,4,RNA polymerase sigma factor RpoD,y,
Clo1313_0901,CLO1313_RS04615,4,UDP-glucose/GDP-mannose dehydrogenase family protein,,['UDPGD']
Clo1313_0737,CLO1313_RS03815,4,copper amine oxidase,,
Clo1313_2626,CLO1313_RS13335,4,RNA-binding transcriptional accessory protein,,
Clo1313_0168,CLO1313_RS00870,4,dihydropteroate synthase,,"['DHPS', 'DHPS2_1']"
Clo1313_0429,CLO1313_RS02165,4,imidazole glycerol phosphate synthase cyclase subunit,,['IG3PS']
Clo1313_1099,CLO1313_RS05580,4,glutamine--fructose-6-phosphate transaminase (isomerizing),,['GF6PTA']
Clo1313_2849,CLO1313_RS14470,4,30S ribosomal protein S18,,
Clo1313_1759,CLO1313_RS08895,4,FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))- methyltransferase TrmFO,,
Clo1313_1980,CLO1313_RS10015,4,peptidase C11,,
Clo1313_0884,CLO1313_RS04530,4,S-layer homology domain-containing protein,,
Clo1313_1302,CLO1313_RS06615,4,hypothetical protein,y,
Clo1313_0311,CLO1313_RS01605,4,50S ribosomal protein L10,,
Clo1313_1472,CLO1313_RS07445,4,spermidine/putrescine ABC transporter ATP-binding protein,,['SULabc']
Clo1313_1881,CLO1313_RS09510,4,ferredoxin,,"['HYDA', 'NADH2r']"
Clo1313_0817,CLO1313_RS04210,4,hypothetical protein,y,
Clo1313_0464,CLO1313_RS02355,4,50S ribosomal protein L15,,
Clo1313_0925,CLO1313_RS04735,4,2-hydroxyglutaryl-CoA dehydratase,,
Clo1313_2097,CLO1313_RS10625,4,type I polyketide synthase,,"['3OAS160', '3OAS80', 'PCMT', '3OAS140', '3OAS120', '3OAS100', 'FASOXST']"
Clo1313_0652,CLO1313_RS03360,4,LL-diaminopimelate aminotransferase,,['LDAPAT']
Clo1313_0980,CLO1313_RS05005,4,DNA helicase RecG,,
Clo1313_1667,CLO1313_RS08420,4,zinc metallopeptidase,,
Clo1313_1143,CLO1313_RS05805,4,HD family phosphohydrolase,,
Clo1313_1312,CLO1313_RS06655,4,thioether cross-link-forming SCIFF peptide maturase,,['CPPPGO2']
Clo1313_2850,CLO1313_RS14475,4,single-stranded DNA-binding protein,,
Clo1313_0638,CLO1313_RS03265,4,HU family DNA-binding protein,,
Clo1313_2310,CLO1313_RS11735,4,DUF362 domain-containing protein,,
Clo1313_2893,CLO1313_RS14705,4,NAD-dependent dehydratase,,"['UAG4Ei', 'TDPGDH']"
Clo1313_0439,CLO1313_RS02215,4,anti-sigma factor antagonist,y,
Clo1313_2545,CLO1313_RS12925,4,cold shock domain-containing protein,,
Clo1313_1010,CLO1313_RS05150,4,phosphoribosylformylglycinamidine cyclo-ligase,,['PRAIS']
Clo1313_0909,CLO1313_RS04655,4,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",,"['PPGPPDP', 'GTPDPK']"
Clo1313_1444,CLO1313_RS07305,4,YlbF family regulator,y,
Clo1313_2556,CLO1313_RS12980,4,acetylglutamate kinase,,['ACGK']
Clo1313_1578,CLO1313_RS07965,4,glutamate--tRNA ligase,,['GLUTRS']
Clo1313_1795,CLO1313_RS09080,4,signal transduction histidine kinase,y,
Clo1313_0989,CLO1313_RS05050,4,DUF362 domain-containing protein,,
Clo1313_1627,CLO1313_RS08205,4,phosphomethylpyrimidine synthase ThiC,,
Clo1313_2754,CLO1313_RS13995,4,methionine--tRNA ligase,,"['SEMETTL', 'METTRS']"
Clo1313_2510,CLO1313_RS12715,4,copper amine oxidase,,
Clo1313_1502,CLO1313_RS07590,4,Fe-S cluster assembly scaffold protein NifU,,
Clo1313_1551,CLO1313_RS07825,4,pyrroline-5-carboxylate reductase,,"['PRO1x', 'P5CR']"
Clo1313_2460,CLO1313_RS12460,4,glycoside hydrolase,,
Clo1313_1979,CLO1313_RS10010,4,RNA-splicing ligase RtcB,,
Clo1313_2436,CLO1313_RS12335,4,ABC transporter ATP-binding protein,,
Clo1313_0463,CLO1313_RS02350,4,50S ribosomal protein L30,,
Clo1313_1921,CLO1313_RS09720,4,topoisomerase IV,,
Clo1313_1346,CLO1313_RS06825,4,anthranilate phosphoribosyltransferase,,['ANPRT']
Clo1313_0929,CLO1313_RS04755,4,elongation factor 4,y,
Clo1313_1258,CLO1313_RS06390,4,tRNA guanosine(34) transglycosylase Tgt,,
Clo1313_1255,CLO1313_RS06375,4,aspartate-semialdehyde dehydrogenase,,['ASAD']
Clo1313_0186,CLO1313_RS00960,4,cytidine deaminase,,['DCMPDA']
Clo1313_0330,CLO1313_RS01700,4,ATP-dependent Clp protease ATP-binding subunit ClpX,,
Clo1313_0266,CLO1313_RS01365,4,TraB/GumN family protein,,
Clo1313_2433,CLO1313_RS12320,4,penicillin-binding protein 1A,,
Clo1313_2909,CLO1313_RS14785,4,flagellin,,
Clo1313_1600,CLO1313_RS08075,4,hypothetical protein,y,
Clo1313_2731,CLO1313_RS13875,4,amidohydrolase,,['NBAH']
Clo1313_1545,CLO1313_RS07795,4,pyrimidine-nucleoside phosphorylase,,['PYNP1']
Clo1313_1992,CLO1313_RS10080,4,aldo/keto reductase,,
Clo1313_2077,CLO1313_RS10520,4,B12-binding domain-containing radical SAM protein,,['CPPPGO2']
Clo1313_0432,CLO1313_RS02180,4,molecular chaperone GroES,,
Clo1313_2440,CLO1313_RS12355,4,hypothetical protein,y,
Clo1313_1334,CLO1313_RS06765,4,DNA polymerase I,,
Clo1313_0954,CLO1313_RS04880,4,glycosyltransferase family 1 protein,,
Clo1313_0332,CLO1313_RS01710,4,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,,
Clo1313_2138,CLO1313_RS10840,4,septum site-determining protein MinD,,
Clo1313_2753,CLO1313_RS13990,4,TatD family deoxyribonuclease,y,
Clo1313_2821,CLO1313_RS14325,4,anti-sigma factor antagonist,y,
Clo1313_0300,CLO1313_RS01550,4,DUF4340 domain-containing protein,,
Clo1313_0912,CLO1313_RS04670,4,coproporphyrinogen dehydrogenase HemZ,,['CPPPGO2']
Clo1313_0804,CLO1313_RS04130,4,hypothetical protein,y,
Clo1313_1345,CLO1313_RS06820,4,type 1 glutamine amidotransferase,,"['ADCS', 'ANS']"
Clo1313_1180,CLO1313_RS06005,4,hypothetical protein,y,
Clo1313_0472,CLO1313_RS02395,4,30S ribosomal protein S11,,
Clo1313_1867,CLO1313_RS09440,4,DUF3417 domain-containing protein,,"['CEPA3', 'CEPA4', 'CEPA5', 'CEPA2']"
Clo1313_2876,CLO1313_RS14615,4,GTP cyclohydrolase I FolE,,"['APNTPM', 'FANTPDH', 'NTPH', 'AHDTPHL']"
Clo1313_2885,CLO1313_RS14660,4,AraC family transcriptional regulator,y,
Clo1313_0349,CLO1313_RS01780,4,glycoside hydrolase,,
Clo1313_1265,CLO1313_RS06425,4,dihydroorotase,,['DHR']
Clo1313_2180,CLO1313_RS11045,4,hypothetical protein,y,
Clo1313_0312,CLO1313_RS01610,4,50S ribosomal protein L7/L12,,
Clo1313_0287,CLO1313_RS01485,4,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,,
Clo1313_1696,CLO1313_RS08570,4,aminopeptidase P family protein,,
Clo1313_1304,CLO1313_RS06625,4,DUF2339 domain-containing protein,,
Clo1313_1109,CLO1313_RS05635,4,prepilin-type cleavage/methylation domain-containing protein,,
Clo1313_2925,CLO1313_RS14865,4,hypothetical protein,y,
Clo1313_0054,CLO1313_RS00290,4,type 3a cellulose-binding domain protein,,
Clo1313_2446,CLO1313_RS12390,4,ATP-dependent protease,,
Clo1313_0007,CLO1313_RS00040,4,ParA family protein,,
Clo1313_1221,CLO1313_RS06205,4,ribosome maturation factor,y,
Clo1313_0416,CLO1313_RS02100,4,ribosome-associated translation inhibitor RaiA,y,
Clo1313_1192,CLO1313_RS06065,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,,"['G3PD2', 'G3PD1ir']"
Clo1313_2592,CLO1313_RS13160,4,arginine decarboxylase,,['LYSDC']
Clo1313_1120,CLO1313_RS05690,4,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,,"['MTHFD', 'MTHFC']"
Clo1313_0453,CLO1313_RS02300,4,50S ribosomal protein L29,,
Clo1313_1207,CLO1313_RS06140,4,endolytic transglycosylase MltG,,
Clo1313_2832,CLO1313_RS14375,4,transcription termination factor Rho,y,
Clo1313_1254,CLO1313_RS06370,4,4-hydroxy-tetrahydrodipicolinate synthase,,['ASAHL']
Clo1313_2112,CLO1313_RS10700,4,anti-sigma F factor,y,
Clo1313_1542,CLO1313_RS07780,4,inosine 5-monophosphate dehydrogenase,,"['6TINS5MPOR', 'IMPD']"
Clo1313_1985,CLO1313_RS10040,4,cadmium-translocating P-type ATPase,,
Clo1313_2950,CLO1313_RS14990,4,ATPase AAA,,
Clo1313_1888,CLO1313_RS09545,4,ferredoxin,,
Clo1313_0755,CLO1313_RS03905,4,hypothetical protein,y,
Clo1313_0407,CLO1313_RS02055,4,chemotaxis protein,y,
Clo1313_2851,CLO1313_RS14480,4,30S ribosomal protein S6,,
Clo1313_1267,CLO1313_RS06435,4,carbamoyl phosphate synthase small subunit,,['CBPS']
Clo1313_1994,CLO1313_RS10090,4,AMP-dependent synthetase,,"['IPOHCOAL', 'IPOCOAL', 'ADPCOAL', 'CMIPDCOAL', 'TMIPDCOAL', 'HPS', 'PAACOAL', 'CPCOAL', 'PECGONCOAT']"
Clo1313_1407,CLO1313_RS07120,4,DNA repair protein RecN,,
Clo1313_2718,CLO1313_RS13810,4,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,,
Clo1313_1032,CLO1313_RS05260,4,translation initiation factor IF-3,y,
Clo1313_1492,CLO1313_RS07540,4,shikimate kinase,,['SKK']
Clo1313_0388,CLO1313_RS01965,4,cystathionine gamma-synthase,,"['SHSL4', 'AHSL', 'SHSL1', 'CGS', 'CYSDS', 'CYSTGL', 'SHSL2', 'SELCYSTGL', 'ACHMSSELCYSL', 'SUCHMSSELCYSL', 'PHSCT', 'CTINBL', 'SELCYSTL', 'CYSTL']"
Clo1313_1953,CLO1313_RS09880,4,2-hydroxyacid dehydrogenase,,"['GLYCLTDx', 'HPYRRx']"
Clo1313_2905,CLO1313_RS14765,4,polysaccharide biosynthesis protein,,"['HOMBPAL', 'HDCDH', 'BHPR', 'ECOAH2c2', 'NHMSCOAH', 'HMBPAL', 'HCBPHAL', 'R05602', 'PP2MO', 'HICHCOAL', 'R04399']"
Clo1313_0717,CLO1313_RS03710,4,glucose-1-phosphate adenylyltransferase,,['GLGC']
Clo1313_1433,CLO1313_RS07250,4,septum formation initiator,,
Clo1313_2615,CLO1313_RS13275,4,deoxyribose-phosphate aldolase,,['DRPA']
Clo1313_0428,CLO1313_RS02160,4,1-(5-phosphoribosyl)-5-((5- phosphoribosylamino)methylideneamino)imidazole-4- carboxamide isomerase,,['PRMICI']
Clo1313_2831,CLO1313_RS14370,4,50S ribosomal protein L31,,
Clo1313_0875,CLO1313_RS04490,4,hypothetical protein,y,
Clo1313_2533,CLO1313_RS12840,4,TIGR00268 family protein,,
Clo1313_2319,CLO1313_RS11775,4,methylated-DNA--[protein]-cysteine S-methyltransferase,,
Clo1313_1853,CLO1313_RS09365,4,1-(5-phosphoribosyl)-5-amino-4-imidazole- carboxylate carboxylase,,['PRAICL']
Clo1313_2608,CLO1313_RS13245,4,glutamate racemase,,['GLUR']
Clo1313_1873,CLO1313_RS09470,4,peptidyl-prolyl cis-trans isomerase,,
Clo1313_2323,CLO1313_RS11790,4,ABC transporter,,"['PROt2r', 'METt2r', 'HISt2r', 'PHEt2r', 'GLNt2r']"
Clo1313_1301,CLO1313_RS06610,4,glutamine--tRNA ligase,,['GLNTRS']
Clo1313_1689,CLO1313_RS08535,4,metal ABC transporter ATP-binding protein,,"['FE3abc', 'ILEt2r']"
Clo1313_1232,CLO1313_RS06255,4,insulinase family protein,,
Clo1313_0445,CLO1313_RS02260,4,50S ribosomal protein L3,,
Clo1313_2127,CLO1313_RS10785,4,riboflavin biosynthesis protein RibD,,"['DHPPDA2', 'APRAUR']"
Clo1313_2235,CLO1313_RS11355,4,NAD(P)H-dependent oxidoreductase,,
Clo1313_0510,CLO1313_RS02610,4,peptide ABC transporter substrate-binding protein,,
Clo1313_1281,CLO1313_RS06505,4,ketoacyl-ACP synthase III,,"['3OAS140', 'ACOATA', '3OAS100', 'FASOXST', 'KAS14', '3OAS80', '3OAS120', '3OAS160']"
Clo1313_1811,CLO1313_RS09160,4,PFL family protein,,
Clo1313_1879,CLO1313_RS09500,4,malate dehydrogenase,,['ME2']
Clo1313_0030,CLO1313_RS00160,4,formate--tetrahydrofolate ligase,,['FTHFLi']
Clo1313_2825,CLO1313_RS14340,4,signal transduction histidine kinase,y,
Clo1313_1809,CLO1313_RS09150,4,"cellulose 1,4-beta-cellobiosidase",,['CELLULOSOME_TERM']
Clo1313_1666,CLO1313_RS08415,4,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,,
Clo1313_0462,CLO1313_RS02345,4,30S ribosomal protein S5,,
Clo1313_1944,CLO1313_RS09840,4,isocitrate dehydrogenase (NADP(+)),,"['OXSCL', 'r0424', 'ICDHyr']"
Clo1313_2830,CLO1313_RS14365,4,type III restriction endonuclease subunit R,y,
Clo1313_0629,CLO1313_RS03220,4,Cell surface glycoprotein 2,,['CELLULOSOME_TERM']
Clo1313_2059,CLO1313_RS10430,4,LTA synthase family protein,,
Clo1313_1057,CLO1313_RS05380,4,adenosylhomocysteinase,,"['AHCi', 'SEAHCYSHYD']"
Clo1313_2609,CLO1313_RS13250,4,D-alanine--D-alanine ligase,,['ALAALAr']
Clo1313_0099,CLO1313_RS00530,4,"acetolactate synthase, large subunit, biosynthetic type",,"['PDHam1hi', 'ACLS', 'APL', 'APLh', 'ACLS_DUPLICATE_ISOMER', 'ACAS_2ahbut']"
Clo1313_2597,CLO1313_RS13185,4,CTP synthetase,,"['CTPS2', 'CTPS1']"
Clo1313_0707,CLO1313_RS03660,4,chemotaxis protein,y,
Clo1313_1856,,4,,,
Clo1313_0410,CLO1313_RS02070,4,gfo/Idh/MocA family oxidoreductase,,
Clo1313_2092,CLO1313_RS10600,4,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",,['PGM']
Clo1313_2476,CLO1313_RS12545,4,cobalamin biosynthesis protein CbiM,,
Clo1313_1546,CLO1313_RS07800,4,phosphopentomutase,,"['PPM2', 'PPM']"
Clo1313_0094,CLO1313_RS00505,4,mechanosensitive ion channel family protein,,
Clo1313_2429,CLO1313_RS12300,4,virion core protein (lumpy skin disease virus),,
Clo1313_0309,CLO1313_RS01595,4,50S ribosomal protein L11,,
Clo1313_1357,CLO1313_RS06875,4,glutamine synthetase,,['GLNS']
Clo1313_2274,CLO1313_RS11550,4,type II restriction endonuclease,y,
Clo1313_1253,CLO1313_RS06365,4,4-hydroxy-tetrahydrodipicolinate reductase,,['DHDRPy']
Clo1313_0699,CLO1313_RS03620,4,ABC transporter ATP-binding protein,,
Clo1313_2534,CLO1313_RS12845,4,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase,,"['CYSS', 'AHSERL4', 'SLCYSS', 'AHHST']"
Clo1313_1622,CLO1313_RS08180,4,M42 family peptidase,,
Clo1313_0058,CLO1313_RS00310,4,DUF1385 domain-containing protein,,
Clo1313_1107,CLO1313_RS05625,4,type IV pili twitching motility protein PilT,,
Clo1313_2553,CLO1313_RS12965,4,CdaR family transcriptional regulator,y,
Clo1313_1341,CLO1313_RS06800,4,chemotaxis protein CheW,y,
Clo1313_1024,CLO1313_RS05220,4,AMP-dependent synthetase,,['FACOAL160']
Clo1313_1819,CLO1313_RS09200,4,copper amine oxidase,,
Clo1313_1791,CLO1313_RS09060,4,ferredoxin,,"['HYDA', 'NADH2r', 'BIF']"
Clo1313_1929,CLO1313_RS09760,4,methyl-accepting chemotaxis protein,y,
Clo1313_1058,CLO1313_RS05385,4,5-methylthioadenosine/S-adenosylhomocysteine deaminase,,"['HADH', 'ATRZCH', 'ATCLH']"
Clo1313_1670,CLO1313_RS08435,4,peptide deformylase,,
Clo1313_1569,CLO1313_RS07915,4,pilus assembly protein PilM,,
Clo1313_2789,CLO1313_RS14170,4,DUF2089 domain-containing protein,,
Clo1313_0988,CLO1313_RS05045,4,proteinase IV,,
Clo1313_1046,CLO1313_RS05330,4,TrpB-like pyridoxal phosphate-dependent enzyme,,"['TRPS2', 'SERH', 'TRPS3']"
Clo1313_0076,CLO1313_RS00395,4,NAD(P)-dependent alcohol dehydrogenase,,['SBTD_D2']
Clo1313_1087,CLO1313_RS05530,4,hypothetical protein,y,
Clo1313_1285,CLO1313_RS06525,4,beta-ketoacyl-[acyl-carrier-protein] synthase II,,"['3OAS140', '3OAS100', 'FASOXST', '3OAS60', 'KAS14', '3OAS80', '3OAS120', '3OAS160']"
Clo1313_1501,CLO1313_RS07585,4,tRNA 2-thiouridine(34) synthase MnmA,,
Clo1313_2554,CLO1313_RS12970,4,sugar ABC transporter ATP-binding protein,,['CEL2abc']
Clo1313_1976,CLO1313_RS09995,4,MoxR family ATPase,,
Clo1313_1445,CLO1313_RS07310,4,DNA mismatch repair protein MutS,,
Clo1313_0102,CLO1313_RS00545,4,citramalate synthase,,"['CITMS', 'IPPS']"
Clo1313_1524,CLO1313_RS07690,4,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,,
Clo1313_0554,CLO1313_RS02840,4,hydrogenase,,['H2ASE_syn']
Clo1313_2116,CLO1313_RS10720,4,glycogen debranching protein,,['GLCP']
Clo1313_2150,CLO1313_RS10900,4,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,,"['ACGS', 'ORNTAC']"
Clo1313_1280,CLO1313_RS06500,4,phosphate acyltransferase,,
Clo1313_1185,CLO1313_RS06030,4,phosphate acetyltransferase,,"['PTA2', 'PTAr']"
Clo1313_1803,CLO1313_RS09120,4,polyribonucleotide nucleotidyltransferase,,
Clo1313_0009,CLO1313_RS00050,4,DUF4446 domain-containing protein,,
Clo1313_1883,CLO1313_RS09520,4,ferredoxin,,
Clo1313_0588,CLO1313_RS02995,4,nitroreductase,,
Clo1313_0933,CLO1313_RS04775,4,molecular chaperone DnaK,,
Clo1313_0474,CLO1313_RS02405,4,DNA-directed RNA polymerase subunit alpha,,
Clo1313_0640,CLO1313_RS03275,4,fumarate hydratase,,['FUM']
Clo1313_1157,CLO1313_RS05875,4,transglutaminase,,
Clo1313_2561,CLO1313_RS13005,4,ornithine carbamoyltransferase,,['OCBT']
Clo1313_2257,CLO1313_RS11470,4,pyridoxamine 5'-phosphate oxidase-related FMN-binding,,
Clo1313_3027,CLO1313_RS15400,4,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,,
Clo1313_1270,CLO1313_RS06450,4,dihydroorotate dehydrogenase,,['DHORD_NAD']
Clo1313_1712,CLO1313_RS08660,4,sodium ion-translocating decarboxylase subunit beta,,"['PC', 'HOGL', 'OAADC']"
Clo1313_1096,CLO1313_RS05565,4,hypothetical protein,y,
Clo1313_2532,CLO1313_RS12835,4,cysteine synthase A,,"['ACSERL', 'CYSS', 'AHSERL4', 'SLCYSS']"
Clo1313_2586,CLO1313_RS13130,4,copper amine oxidase,,
Clo1313_0436,CLO1313_RS02200,4,glycoside hydrolase,,
Clo1313_2444,CLO1313_RS12375,4,rubrerythrin,,
Clo1313_2993,CLO1313_RS15210,4,PAS domain-containing sensor histidine kinase,,
Clo1313_0276,CLO1313_RS01435,4,pilus assembly protein PilM,,
Clo1313_2015,CLO1313_RS10200,4,glucose-6-phosphate isomerase,,"['G6PI_1', 'PGIB', 'PGIA']"
Clo1313_1151,CLO1313_RS05840,4,tRNA 4-thiouridine(8) synthase ThiI,,['R07461']
Clo1313_0133,CLO1313_RS00700,4,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,,
Clo1313_1446,CLO1313_RS07315,4,DNA mismatch repair protein MutL,,
Clo1313_1081,CLO1313_RS05500,4,cysteine hydrolase,,
Clo1313_2080,CLO1313_RS10535,4,Holliday junction resolvase RuvX,,
Clo1313_2958,CLO1313_RS15030,4,chemotaxis protein CheA,y,
Clo1313_1266,CLO1313_RS06430,4,orotidine-5'-phosphate decarboxylase,,['OMPDC']
Clo1313_1291,CLO1313_RS06555,4,signal recognition particle-docking protein FtsY,y,
Clo1313_0039,CLO1313_RS00205,4,hypothetical protein,y,
Clo1313_2067,CLO1313_RS10470,4,epoxyqueuosine reductase,,
Clo1313_1947,CLO1313_RS09855,4,glycogen synthase GlgA,,['GLCS1']
Clo1313_1549,CLO1313_RS07815,4,NUDIX hydrolase,,['ADPRDP']
Clo1313_0960,CLO1313_RS04910,4,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,,['NNDMBRT']
Clo1313_1460,CLO1313_RS07385,4,lactate utilization protein,,
Clo1313_2627,CLO1313_RS13340,4,tagatose-6-phosphate kinase,,"['PFK_2', 'DRPA']"
Clo1313_0630,CLO1313_RS03225,4,cellulosome-anchoring protein,,
Clo1313_1798,CLO1313_RS09095,4,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,,"['NMOR', 'ALCD2x', '34DHOXPEGOX', 'BTCOARx', 'HMNOR', 'ACALD']"
Clo1313_1262,CLO1313_RS06410,4,bifunctional pyrimidine operon transcriptional regulator/uracil phosphoribosyltransferase,y,['UPPRT']
Clo1313_2471,CLO1313_RS12520,4,redox-sensing transcriptional repressor Rex,,
Clo1313_2604,CLO1313_RS13225,4,MBL fold metallo-hydrolase,,
Clo1313_2121,CLO1313_RS10745,4,HPr(Ser) kinase/phosphatase,,
Clo1313_1372,CLO1313_RS06950,4,aminopeptidase P family protein,,
Clo1313_1435,CLO1313_RS07260,4,3-dehydroquinate synthase,,['DHQS']
Clo1313_1946,CLO1313_RS09850,4,aldo/keto reductase,,
Clo1313_0185,CLO1313_RS00955,4,uracil phosphoribosyltransferase,,['UPPRT']
Clo1313_1020,CLO1313_RS05200,4,leucine--tRNA ligase,,['LEUTRS']
Clo1313_0218,CLO1313_RS01115,4,ribose-phosphate pyrophosphokinase,,['PRPPS']
Clo1313_2816,CLO1313_RS14305,4,spore coat protein CotH,,
Clo1313_1874,CLO1313_RS09475,4,signal peptidase I,y,
Clo1313_2130,CLO1313_RS10800,4,NADH-dependent alcohol dehydrogenase,,['13PPDH']
Clo1313_0100,CLO1313_RS00535,4,acetolactate synthase small subunit,,"['PDHam1hi', 'ACLS', 'APL', 'APLh', 'ACLS_DUPLICATE_ISOMER', 'ACAS_2ahbut']"
Clo1313_0415,CLO1313_RS02095,4,phosphoenolpyruvate carboxykinase (GTP),,['PEPCK_re']
Clo1313_2271,CLO1313_RS11535,4,DUF438 domain-containing protein,,
Clo1313_0729,CLO1313_RS03775,4,DUF342 domain-containing protein,,
Clo1313_0684,CLO1313_RS03540,4,VWA domain-containing protein,,
Clo1313_2723,CLO1313_RS13835,4,cysteine--tRNA ligase,,['CYSTRS']
Clo1313_0221,CLO1313_RS01130,4,peptidyl-prolyl cis-trans isomerase,,
Clo1313_2902,CLO1313_RS14750,4,pseudaminic acid synthase,,"['ACNAM9PL', 'ACNPLYS']"
Clo1313_0461,CLO1313_RS02340,4,50S ribosomal protein L18,,
Clo1313_2854,CLO1313_RS14495,4,"1,4-alpha-glucan branching enzyme",,
Clo1313_2084,CLO1313_RS10555,4,HPr family phosphocarrier protein,,
Clo1313_1775,CLO1313_RS08975,4,cell division protein FtsZ,y,
Clo1313_1154,CLO1313_RS05855,4,AIR synthase,,['PRAIS']
Clo1313_1214,CLO1313_RS06175,4,isoprenyl transferase,,['UDCPDPS']
Clo1313_2790,CLO1313_RS14175,4,ATP-binding protein,,
Clo1313_0645,CLO1313_RS03325,4,glycosyltransferase,,['DOLPMT']
Clo1313_1264,CLO1313_RS06420,4,aspartate carbamoyltransferase,,['ASPCT']
Clo1313_0979,CLO1313_RS05000,4,50S ribosomal protein L28,,
Clo1313_0023,CLO1313_RS00130,4,thiamine pyrophosphate protein TPP-binding,,"['OBFOR', 'POR', 'NITROTOLDEG']"
Clo1313_1009,CLO1313_RS05145,4,amidophosphoribosyltransferase,,['GLUPRT']
Clo1313_0709,CLO1313_RS03670,4,aconitate hydratase,,['ACONT']
Clo1313_1523,CLO1313_RS07685,4,oxaloacetate decarboxylase,,"['PC', 'HOGL']"
Clo1313_0863,CLO1313_RS04430,4,protein translocase subunit SecA,,
Clo1313_1610,CLO1313_RS08125,4,ferrous iron transport protein B,,
Clo1313_1614,CLO1313_RS08140,4,phenylacetate--CoA ligase,,['PACCOAL']
Clo1313_2924,CLO1313_RS14860,4,S-adenosylmethionine synthase,,"['METAT', 'SELMETAT']"
Clo1313_2332,CLO1313_RS11835,4,hydrogenase,,"['NO2OR', 'ACTYOR']"
Clo1313_2767,CLO1313_RS14060,4,hypothetical protein,y,
Clo1313_1891,CLO1313_RS09560,4,ATPase AAA,,"['DATCY', 'UTCY', 'DUTCP', 'URIK1', 'DTTGY', '5FLURAPRT2', 'DGTUP', 'CYTDK1', 'DTTUP', 'UTUP', 'ITCY', 'CYTDK2', 'URIK2', 'DATUP', 'DCTCP', 'DCTUP', 'URIK3', 'DGTCY', 'DUTUP']"
Clo1313_1428,CLO1313_RS07225,4,hypothetical protein,y,
Clo1313_0552,CLO1313_RS02830,4,DUF47 domain-containing protein,,['PIabc']
Clo1313_2529,CLO1313_RS12820,4,hypothetical protein,y,
Clo1313_0615,CLO1313_RS03155,4,hypothetical protein,y,
Clo1313_0206,CLO1313_RS01060,4,rod shape-determining protein,,
Clo1313_2535,CLO1313_RS12850,4,Rrf2 family transcriptional regulator,y,
Clo1313_1410,CLO1313_RS07135,4,response regulator,y,
Clo1313_0643,CLO1313_RS03290,4,adenylosuccinate synthetase,,['ADSS']
Clo1313_2030,CLO1313_RS10280,4,transcriptional regulator,y,
Clo1313_1780,CLO1313_RS09000,4,DUF1727 domain-containing protein,,
Clo1313_1275,CLO1313_RS06475,4,30S ribosomal protein S12 methylthiotransferase RimO,,
Clo1313_2933,CLO1313_RS14905,4,prephenate dehydratase,,"['AROH', 'PPNDH']"
Clo1313_1724,CLO1313_RS08720,4,DUF342 domain-containing protein,,
Clo1313_2189,CLO1313_RS11090,4,glycoside hydrolase,,['CELLULOSOME_TERM']
Clo1313_2072,CLO1313_RS10495,4,50S ribosomal protein L27,,
Clo1313_1810,CLO1313_RS09155,4,hypothetical protein,y,
Clo1313_1013,CLO1313_RS05165,4,phosphoribosylamine--glycine ligase,,['PPRGL']
Clo1313_2985,CLO1313_RS15170,4,FMN-binding protein,,
Clo1313_0660,CLO1313_RS03400,3,uracil-DNA glycosylase,,
Clo1313_1289,CLO1313_RS06545,3,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,,['HTHRPDH']
Clo1313_2437,CLO1313_RS12340,3,TolC family protein,,
Clo1313_0545,CLO1313_RS02795,3,hypothetical protein,y,
